# time, p
0.17241379310344485, 0
4.482758620689655, 0.003401360544217802
6.724137931034484, 0.010204081632653184
9.655172413793103, 0.03231292517006801
14.137931034482758, 0.09183673469387765
17.24137931034483, 0.13265306122448994
19.310344827586203, 0.15306122448979598
21.72413793103448, 0.16156462585034026
23.448275862068964, 0.15986394557823136
25.689655172413797, 0.15306122448979598
28.103448275862068, 0.1428571428571429
30.68965517241379, 0.13265306122448994
33.44827586206897, 0.12925170068027214
36.37931034482759, 0.12925170068027214
39.13793103448276, 0.12755102040816324
41.55172413793103, 0.12074829931972797
45.689655172413794, 0.10204081632653061
49.65517241379311, 0.08333333333333337
54.482758620689665, 0.06802721088435382
60, 0.06292517006802723
65.00000000000001, 0.059523809523809645
71.0344827586207, 0.057823129251700744
78.10344827586208, 0.054421768707483165
85.86206896551725, 0.05102040816326536
93.79310344827587, 0.04591836734693888
100, 0.04081632653061229
