# time, p
0.17241379310344485, 0
2.5862068965517224, 0.028911564625850428
6.206896551724135, 0.1462585034013606
9.655172413793103, 0.2517006802721089
12.06896551724138, 0.2891156462585034
14.482758620689658, 0.2891156462585034
16.896551724137925, 0.2585034013605443
19.655172413793107, 0.20748299319727892
22.586206896551726, 0.16666666666666663
23.79310344827586, 0.15476190476190488
26.37931034482759, 0.1479591836734695
31.379310344827584, 0.1462585034013606
33.79310344827586, 0.13945578231292532
36.89655172413792, 0.11904761904761907
40.172413793103445, 0.09693877551020413
44.310344827586206, 0.0765306122448981
49.310344827586206, 0.0748299319727892
54.482758620689665, 0.0714285714285714
60.689655172413794, 0.059523809523809645
65.51724137931035, 0.059523809523809645
71.89655172413795, 0.056122448979591844
83.44827586206897, 0.052721088435374264
100, 0.0391156462585035
