# temp, dmrg(JPCL 2020, 11, 4930−4936), Fermi-Golden-rule, Boltzmann
200, 65.86402266,   88.40934888,    160.0840336
250, 53.11614731,  66.87466021,  114.2857143
300, 46.03399433,  52.77921196,  88.2352941
350, 38.101983,  42.94216777,  71.0084034
400, 33.5694051,  35.74988839,  57.9831933
