# time, p
0.17605633802816922, 0
2.464788732394366, 0.020979020979020935
3.6165278472867657, 0.04461813567143513
4.141122113391005, 0.06198232816253113
4.9280135125473645, 0.07934652065362724
5.452607778651604, 0.09410608427105882
6.108350611281903, 0.11233848638670973
6.676661066228164, 0.12796625962869612
7.026390576964323, 0.13751656549879898
7.856998164962702, 0.15791949167583685
8.993619074855221, 0.1830975707879261
11.048279950430159, 0.2153660285005462
12.796927504110958, 0.22867857607705322
15.201317890422056, 0.218694165394673
18.013726039258675, 0.17861182106105966
18.654896808941636, 0.16790390235821706
19.704085341150115, 0.15053970986712106
21.598453524304315, 0.1262298403795865
22.54563761588141, 0.1162454296972063
24.51286611377231, 0.10278818051660688
26.936619718309856, 0.09615384615384626
33.34353625986034, 0.10669512382710356
36.97183098591549, 0.09965034965034969
40.163261719215456, 0.08716040727462049
42.217922594790394, 0.0815170447150142
43.310827315840896, 0.07717599659224028
45.58406913562593, 0.07442666611448323
51.408450704225345, 0.0751748251748251
56.8337017309724, 0.07037502119989436
68.88479778842256, 0.049827393418763966
76.01053656967181, 0.049827393418763966
77.89033268987868, 0.04961034101262529
78.28377838945686, 0.049827393418763966
85.03521126760562, 0.054195804195804276
96.30281690140843, 0.04895104895104907
99.99999999999999, 0.047202797202797186
