# time, p
0.17605633802816922, 1.0017482517482519
2.464788732394366, 0.9527972027972028
5.281690140845069, 0.7902097902097902
6.86619718309859, 0.6783216783216783
8.098591549295772, 0.5874125874125875
10.563380281690138, 0.4370629370629371
13.204225352112674, 0.3199300699300699
14.436619718309855, 0.2797202797202798
17.077464788732392, 0.2604895104895105
19.366197183098592, 0.2727272727272727
21.654929577464785, 0.291958041958042
24.119718309859152, 0.30069930069930073
26.584507042253517, 0.28671328671328666
33.978873239436616, 0.18181818181818188
36.267605633802816, 0.15384615384615385
40.49295774647887, 0.12237762237762229
50.528169014084504, 0.07342657342657333
53.3450704225352, 0.06468531468531469
55.6338028169014, 0.05944055944055948
58.09859154929577, 0.05944055944055948
62.85211267605633, 0.06643356643356646
67.78169014084504, 0.07692307692307698
72.18309859154928, 0.08566433566433562
76.23239436619716, 0.08566433566433562
80.10563380281688, 0.08041958041958042
83.62676056338026, 0.07342657342657333
86.61971830985914, 0.06818181818181812
91.72535211267603, 0.05944055944055948
99.82394366197181, 0.054195804195804276
